g_id,node,type,x,y
image20_12,2,intersection,189,323
image20_12,3,corner,461,452
image20_12,4,corner,60,363
image20_12,5,intersection,356,313
image20_12,6,circle,268,203
image20_12,7,intersection,228,355
image20_12,8,corner,159,335
image20_12,9,corner,143,321
image20_12,10,intersection,389,335
image20_12,11,corner,445,347
image20_12,12,corner,76,440
image20_12,13,corner,344,300
image13_27,0,intersection,410,273
image13_27,1,endpoint,103,195
image13_27,2,corner,220,116
image13_27,3,endpoint,105,117
image13_27,4,corner,275,351
image13_27,5,corner,324,189
image13_27,6,intersection,290,196
image13_27,7,endpoint,471,274
image13_27,8,endpoint,56,276
image13_27,9,intersection,356,291
image13_27,10,endpoint,89,358
image11_30,0,endpoint,459,243
image11_30,1,endpoint,197,304
image11_30,2,intersection,162,252
image11_30,3,intersection,290,255
image11_30,4,intersection,353,243
image11_30,5,endpoint,300,208
image11_30,6,endpoint,40,246
image11_30,7,intersection,160,260
image11_30,8,endpoint,231,207
image11_30,9,corner,145,255
image11_30,10,endpoint,258,295
image11_30,11,intersection,358,262
image11_30,12,intersection,295,273
image11_30,13,intersection,222,259
image11_30,14,intersection,218,264
image9_50,0,corner,87,423
image9_50,1,corner,532,523
image9_50,2,corner,428,91
image9_50,3,corner,452,440
image9_50,4,corner,12,-22
image9_50,5,corner,88,84
image9_50,6,corner,537,5
image9_50,7,corner,5,533
image19_13,0,corner,417,532
image19_13,1,corner,416,221
image19_13,2,corner,329,196
image19_13,3,intersection,226,220
image19_13,4,corner,124,246
image19_13,5,intersection,341,238
image19_13,6,corner,109,533
image10_36,0,corner,470,275
image10_36,1,corner,431,150
image10_36,2,corner,215,180
image10_36,3,endpoint,351,339
image10_36,4,corner,193,212
image10_36,5,intersection,196,213
image10_36,6,endpoint,221,298
image10_36,7,endpoint,288,202
image3_18,0,corner,122,420
image3_18,1,corner,421,355
image3_18,2,corner,115,345
image3_18,3,circle,272,321
image3_18,4,corner,407,423
image7_6,0,corner,216,84
image7_6,1,intersection,396,254
image7_6,2,corner,390,256
image7_6,3,corner,424,139
image7_6,4,corner,309,451
image7_6,5,endpoint,431,261
image7_6,6,corner,393,252
image7_6,7,corner,101,364
image18_36,0,corner,426,322
image18_36,1,corner,452,197
image18_36,2,intersection,109,182
image18_36,3,corner,445,157
image18_36,4,corner,58,303
image18_36,5,corner,445,340
image18_36,6,corner,106,344
image18_36,7,intersection,464,311
image18_36,8,corner,451,215
image18_36,9,corner,54,191
image18_36,10,corner,434,248
image18_36,11,intersection,463,290
image18_36,12,intersection,87,323
image18_36,13,corner,447,212
image18_36,14,corner,451,275
image18_36,15,corner,119,162
image18_36,16,intersection,460,205
image18_36,17,endpoint,464,337
image21_4,0,corner,212,160
image21_4,1,corner,436,-22
image21_4,2,corner,187,107
image21_4,3,corner,338,120
image21_4,4,endpoint,309,149
image21_4,5,corner,228,273
image21_4,6,corner,166,387
image21_4,7,endpoint,320,359
image21_4,8,corner,225,259
image21_4,9,corner,200,371
image21_4,10,corner,85,530
image21_4,11,corner,98,-26
image21_4,12,corner,222,228
image21_4,13,corner,352,414
image21_4,14,corner,437,526
image4_6,0,corner,542,497
image4_6,1,corner,-7,-2
image4_6,2,intersection,479,509
image4_6,3,corner,-19,510
image4_6,4,corner,49,536
image4_6,5,corner,548,3
image4_6,6,corner,475,538
image4_6,7,intersection,43,515
image7_17,0,corner,176,-7
image7_17,1,corner,485,117
image7_17,2,endpoint,441,245
image7_17,3,intersection,79,261
image7_17,4,endpoint,427,268
image7_17,5,corner,334,520
image7_17,6,endpoint,30,253
image7_17,7,corner,52,388
image3_27,0,corner,57,471
image3_27,1,circle,263,319
image3_27,2,intersection,456,394
image3_27,3,corner,74,367
image3_27,4,corner,475,463
image3_27,5,endpoint,491,460
image3_15,0,corner,120,418
image3_15,1,corner,424,358
image3_15,2,corner,108,338
image3_15,3,circle,253,314
image3_15,4,corner,432,420
image10_43,0,circle,271,267
image10_43,1,endpoint,399,383
image10_43,2,corner,196,221
image10_43,3,corner,230,184
image10_43,4,endpoint,193,293
image10_43,5,intersection,224,242
image10_43,6,corner,357,356
image10_43,7,endpoint,280,207
image14_6,0,endpoint,60,272
image14_6,1,corner,342,143
image14_6,2,endpoint,152,377
image14_6,3,intersection,207,307
image14_6,4,intersection,399,249
image14_6,5,intersection,299,200
image14_6,6,intersection,305,189
image14_6,7,corner,253,325
image14_6,8,endpoint,463,254
image14_6,9,corner,254,181
image14_6,10,intersection,123,267
image14_6,11,intersection,226,321
image14_6,12,endpoint,395,189
image15_13,0,corner,114,266
image15_13,1,corner,180,180
image15_13,2,corner,164,212
image15_13,3,corner,395,436
image15_13,4,corner,207,141
image15_13,5,corner,410,260
image15_13,6,intersection,179,202
image15_13,7,intersection,308,210
image15_13,8,intersection,299,316
image15_13,9,corner,302,303
image15_13,10,corner,234,374
image15_13,11,intersection,175,316
image15_13,12,intersection,430,242
image15_13,13,corner,402,73
image15_13,14,corner,49,73
image15_13,15,endpoint,474,236
image15_13,16,corner,47,439
image15_13,17,corner,417,243
image15_13,18,corner,348,277
image15_13,19,corner,294,210
image2_4,0,intersection,454,380
image2_4,1,corner,432,408
image2_4,2,corner,440,463
image2_4,3,corner,472,450
image2_4,4,corner,445,413
image2_4,5,corner,418,54
image2_4,6,intersection,71,384
image2_4,7,corner,42,440
image2_4,8,corner,61,393
image2_4,9,corner,80,449
image2_4,10,corner,440,373
image21_26,0,corner,295,176
image21_26,1,corner,395,44
image21_26,2,corner,199,145
image21_26,3,intersection,220,249
image21_26,4,intersection,301,259
image21_26,5,corner,327,359
image21_26,6,corner,293,343
image21_26,7,corner,219,334
image21_26,8,corner,220,172
image21_26,9,corner,117,42
image21_26,10,corner,386,466
image21_26,11,corner,328,159
image21_26,12,corner,192,359
image21_26,13,corner,129,460
image20_46,0,corner,343,359
image20_46,1,intersection,384,358
image20_46,2,corner,164,325
image20_46,3,corner,98,460
image20_46,4,intersection,215,337
image20_46,5,corner,124,162
image20_46,6,corner,68,355
image20_46,7,corner,341,304
image20_46,8,corner,77,431
image20_46,9,corner,435,362
image20_46,10,corner,466,462
image20_46,11,corner,201,345
image20_46,12,intersection,245,338
image20_46,13,intersection,313,332
image20_46,14,intersection,357,311
image20_46,15,intersection,188,335
image14_4,0,endpoint,-25,257
image14_4,1,endpoint,383,92
image14_4,2,endpoint,127,408
image14_4,3,intersection,176,312
image14_4,4,intersection,429,249
image14_4,5,intersection,324,191
image14_4,6,intersection,318,170
image14_4,7,corner,257,359
image14_4,8,endpoint,538,255
image14_4,9,corner,271,144
image14_4,10,intersection,85,263
image14_4,11,intersection,185,314
image13_8,0,intersection,460,275
image13_8,1,intersection,308,167
image13_8,2,corner,300,367
image13_8,3,endpoint,548,275
image13_8,4,corner,194,77
image13_8,5,intersection,371,288
image13_8,6,corner,344,189
image13_8,7,endpoint,127,66
image13_8,8,endpoint,57,292
image13_8,9,endpoint,97,382
image13_8,10,endpoint,82,176
image22_23,0,intersection,270,181
image22_23,1,corner,60,-24
image22_23,2,corner,435,-26
image22_23,3,endpoint,268,524
image22_23,4,intersection,248,-28
image17_39,0,corner,534,195
image17_39,1,corner,-19,312
image17_39,2,intersection,370,188
image17_39,3,circle,440,237
image17_39,4,corner,540,325
image17_39,5,corner,-10,186
image17_39,6,intersection,374,330
image16_7,0,intersection,368,266
image16_7,1,corner,393,194
image16_7,2,corner,-17,382
image16_7,3,corner,-25,115
image16_7,4,corner,260,385
image16_7,5,corner,538,179
image16_7,6,corner,263,267
image16_7,7,corner,261,136
image16_7,8,intersection,265,249
image16_7,9,corner,268,252
image16_7,10,corner,384,324
image16_7,11,corner,536,322
image16_37,0,intersection,351,266
image16_37,1,corner,243,156
image16_37,2,corner,456,214
image16_37,3,intersection,251,273
image16_37,4,intersection,268,255
image16_37,5,corner,49,167
image16_37,6,corner,465,310
image16_37,7,corner,60,344
image16_37,8,corner,266,239
image16_37,9,corner,256,357
image16_37,10,corner,346,312
image16_37,11,corner,366,215
image16_37,12,endpoint,274,334
image20_44,0,corner,346,362
image20_44,1,intersection,379,343
image20_44,2,corner,151,312
image20_44,3,corner,92,452
image20_44,4,intersection,221,343
image20_44,5,corner,138,176
image20_44,6,corner,69,356
image20_44,7,corner,329,310
image20_44,8,corner,60,448
image20_44,9,corner,449,348
image20_44,10,corner,469,465
image20_44,11,corner,195,339
image20_44,12,intersection,238,345
image20_44,13,intersection,322,341
image20_44,14,intersection,365,311
image20_44,15,intersection,185,354
image12_26,0,intersection,363,150
image12_26,1,corner,159,333
image12_26,2,corner,360,271
image12_26,3,intersection,364,253
image12_26,4,intersection,137,264
image12_26,5,corner,383,354
image12_26,6,intersection,161,365
image12_26,7,corner,168,372
image12_26,8,corner,347,138
image12_26,9,corner,138,162
image12_26,10,endpoint,467,267
image12_26,11,endpoint,45,270
image3_50,0,corner,406,343
image3_50,1,intersection,301,122
image3_50,2,corner,57,363
image3_50,3,corner,134,239
image3_50,4,intersection,267,341
image3_50,5,corner,270,307
image3_50,6,corner,309,125
image3_50,7,corner,200,120
image3_50,8,corner,425,422
image3_50,9,corner,223,306
image3_50,10,intersection,428,220
image3_50,11,corner,284,300
image3_50,12,intersection,407,212
image3_50,13,intersection,211,112
image3_50,14,intersection,376,174
image3_50,15,corner,115,342
image3_50,16,intersection,236,136
image3_50,17,corner,262,301
image3_50,18,intersection,271,341
image3_50,19,intersection,284,120
image3_50,20,intersection,383,174
image3_50,21,corner,234,120
image21_29,0,corner,311,155
image21_29,1,corner,434,-19
image21_29,2,corner,168,114
image21_29,3,intersection,231,270
image21_29,4,intersection,307,269
image21_29,5,corner,365,407
image21_29,6,corner,310,370
image21_29,7,corner,214,353
image21_29,8,corner,223,157
image21_29,9,corner,92,-29
image21_29,10,corner,422,531
image21_29,11,corner,340,135
image21_29,12,corner,176,389
image21_29,13,corner,86,530
image8_3,0,endpoint,103,353
image8_3,1,corner,256,125
image8_3,2,endpoint,413,349
image8_3,3,circle,252,250
image19_23,0,intersection,228,234
image19_23,1,corner,419,525
image19_23,2,intersection,323,209
image19_23,3,corner,394,241
image19_23,4,intersection,300,221
image19_23,5,corner,100,231
image19_23,6,corner,118,521
image19_23,7,intersection,314,223
image6_48,0,intersection,340,253
image6_48,1,endpoint,351,246
image6_48,2,endpoint,189,457
image6_48,3,endpoint,318,71
image6_48,4,endpoint,321,449
image6_48,5,corner,317,241
image6_48,6,corner,330,262
image6_48,7,endpoint,209,75
image4_31,0,corner,19,27
image4_31,1,corner,22,470
image4_31,2,corner,494,475
image4_31,3,corner,441,504
image4_31,4,corner,493,18
image4_31,5,intersection,446,480
image4_31,6,intersection,73,481
image4_31,7,corner,83,504
image19_32,0,corner,402,548
image19_32,1,corner,112,275
image19_32,2,corner,99,513
image19_32,3,corner,106,237
image19_32,4,intersection,316,227
image19_32,5,corner,412,245
image19_32,6,intersection,223,228
image19_32,7,corner,380,168
image18_48,0,corner,79,366
image18_48,1,intersection,50,183
image18_48,2,corner,-11,178
image18_48,3,corner,63,121
image18_48,4,corner,-7,314
image18_48,5,corner,492,117
image18_48,6,corner,506,380
image18_48,7,corner,514,325
image18_48,8,corner,521,161
image18_48,9,intersection,29,343
image18_48,10,corner,69,186
image18_48,11,endpoint,86,396
image17_36,0,corner,453,210
image17_36,1,corner,52,305
image17_36,2,intersection,356,194
image17_36,3,circle,388,267
image17_36,4,corner,476,289
image17_36,5,corner,49,215
image17_36,6,intersection,361,319
image3_33,0,corner,58,270
image3_33,1,corner,111,337
image3_33,2,corner,122,188
image3_33,3,corner,97,410
image3_33,4,corner,418,412
image3_33,5,circle,256,303
image3_33,6,corner,421,346
image21_17,0,corner,333,156
image21_17,1,intersection,240,253
image21_17,2,corner,321,261
image21_17,3,corner,319,366
image21_17,4,corner,144,451
image21_17,5,intersection,309,269
image21_17,6,corner,188,166
image21_17,7,corner,229,181
image21_17,8,corner,288,172
image21_17,9,corner,149,68
image21_17,10,corner,215,316
image21_17,11,corner,401,450
image21_17,12,corner,218,241
image21_17,13,corner,317,346
image21_17,14,corner,234,256
image21_17,15,corner,383,52
image21_17,16,corner,195,360
image7_43,0,intersection,413,259
image7_43,1,corner,310,439
image7_43,2,endpoint,428,246
image7_43,3,endpoint,85,269
image7_43,4,corner,411,145
image7_43,5,corner,95,377
image7_43,6,corner,399,273
image7_43,7,corner,391,240
image7_43,8,corner,214,71
image7_43,9,intersection,113,284
image2_44,0,endpoint,532,532
image2_44,1,corner,474,0
image2_44,2,corner,535,437
image2_44,3,endpoint,34,533
image2_29,0,corner,-5,458
image2_29,1,corner,541,532
image2_29,2,corner,492,523
image2_29,3,corner,482,-3
image2_29,4,intersection,507,432
image2_29,5,corner,524,463
image2_29,6,corner,-31,538
image2_29,7,intersection,23,449
image2_29,8,corner,21,532
image3_29,0,corner,52,466
image3_29,1,circle,250,316
image3_29,2,corner,464,386
image3_29,3,corner,59,382
image3_29,4,corner,462,476
image18_41,0,corner,92,362
image18_41,1,intersection,73,189
image18_41,2,corner,28,184
image18_41,3,corner,85,135
image18_41,4,corner,22,301
image18_41,5,corner,463,133
image18_41,6,corner,472,366
image18_41,7,corner,481,317
image18_41,8,corner,492,179
image18_41,9,intersection,67,323
image18_41,10,corner,81,207
image20_43,0,corner,353,385
image20_43,1,intersection,402,366
image20_43,2,corner,125,350
image20_43,3,corner,33,523
image20_43,4,intersection,196,360
image20_43,5,corner,91,153
image20_43,6,corner,-2,401
image20_43,7,corner,357,334
image20_43,8,corner,-3,509
image20_43,9,corner,499,398
image20_43,10,corner,528,523
image20_43,11,corner,195,369
image20_43,12,intersection,264,343
image20_43,13,intersection,324,367
image20_43,14,intersection,407,343
image20_43,15,intersection,149,378
image22_18,0,endpoint,247,547
image22_18,1,corner,442,-22
image22_18,2,intersection,272,169
image22_18,3,corner,90,-8
image22_18,4,intersection,261,161
image22_18,5,intersection,275,-25
image14_46,0,intersection,107,277
image14_46,1,endpoint,388,93
image14_46,2,intersection,301,178
image14_46,3,corner,99,252
image14_46,4,endpoint,520,273
image14_46,5,corner,259,180
image14_46,6,endpoint,114,428
image14_46,7,intersection,329,193
image14_46,8,intersection,188,324
image14_46,9,endpoint,9,260
image14_46,10,intersection,206,321
image14_46,11,intersection,430,262
image14_46,12,corner,236,370
image2_20,0,corner,-23,537
image2_20,1,corner,483,467
image2_20,2,corner,537,461
image2_20,3,intersection,35,444
image2_20,4,intersection,503,433
image2_20,5,corner,495,430
image2_20,6,corner,-1,437
image2_20,7,corner,531,524
image2_20,8,corner,520,443
image2_20,9,corner,21,535
image2_20,10,corner,509,537
image2_20,11,corner,477,5
image11_11,0,intersection,285,262
image11_11,1,corner,142,245
image11_11,2,endpoint,505,250
image11_11,3,intersection,138,267
image11_11,4,endpoint,21,262
image11_11,5,endpoint,265,317
image11_11,6,intersection,303,256
image11_11,7,intersection,391,256
image11_11,8,intersection,157,256
image11_11,9,endpoint,229,193
image11_11,10,intersection,380,262
image11_11,11,corner,299,239
image11_11,12,endpoint,186,318
image11_11,13,corner,217,239
image11_11,14,intersection,204,264
image11_11,15,intersection,225,257
image11_11,16,endpoint,311,196
image11_44,0,corner,308,169
image11_44,1,intersection,378,262
image11_44,2,intersection,353,272
image11_44,3,intersection,273,269
image11_44,4,corner,194,329
image11_44,5,endpoint,279,301
image11_44,6,endpoint,466,243
image11_44,7,intersection,181,254
image11_44,8,endpoint,304,198
image11_44,9,corner,163,310
image11_44,10,corner,170,234
image11_44,11,corner,371,275
image11_44,12,endpoint,236,208
image11_44,13,intersection,191,311
image11_44,14,endpoint,62,254
image11_44,15,intersection,244,252
image11_44,16,corner,241,233
image11_44,17,intersection,151,278
image11_44,18,intersection,213,267
image11_44,19,intersection,291,264
image16_44,0,corner,511,182
image16_44,1,corner,-14,393
image16_44,2,corner,258,239
image16_44,3,corner,255,145
image16_44,4,corner,266,281
image16_44,5,corner,245,372
image16_44,6,corner,400,195
image16_44,7,intersection,292,250
image16_44,8,intersection,383,272
image16_44,9,corner,543,316
image16_44,10,intersection,384,247
image16_44,11,corner,385,312
image16_44,12,corner,5,142
image16_44,13,endpoint,453,293
image7_22,0,corner,38,406
image7_22,1,corner,492,97
image7_22,2,intersection,457,268
image7_22,3,intersection,96,273
image7_22,4,endpoint,24,263
image7_22,5,endpoint,512,264
image7_22,6,corner,183,-4
image7_22,7,corner,446,253
image7_22,8,corner,432,274
image7_22,9,corner,334,514
image10_33,0,corner,460,275
image10_33,1,corner,457,176
image10_33,2,corner,193,202
image10_33,3,endpoint,347,345
image10_33,4,corner,200,219
image10_33,5,intersection,214,215
image10_33,6,endpoint,215,292
image10_33,7,endpoint,273,217
image1_45,0,corner,7,489
image1_45,1,corner,512,458
image1_45,2,corner,518,524
image1_45,3,intersection,511,473
image1_45,4,corner,12,0
image1_45,5,corner,28,456
image1_45,6,corner,518,1
image1_45,7,corner,15,539
image1_45,8,intersection,29,476
image10_2,0,corner,175,197
image10_2,1,corner,201,172
image10_2,2,circle,269,246
image10_2,3,endpoint,201,276
image10_2,4,endpoint,286,194
image10_2,5,endpoint,378,371
image10_2,6,intersection,175,184
image2_5,0,intersection,441,395
image2_5,1,corner,444,420
image2_5,2,corner,444,445
image2_5,3,corner,470,452
image2_5,4,corner,462,396
image2_5,5,corner,423,59
image2_5,6,intersection,82,401
image2_5,7,corner,61,459
image2_5,8,corner,43,411
image2_5,9,corner,98,467
image2_5,10,corner,436,377
image4_12,0,corner,542,513
image4_12,1,intersection,466,525
image4_12,2,corner,53,536
image4_12,3,corner,-8,-7
image4_12,4,corner,466,520
image4_12,5,corner,-16,500
image4_12,6,intersection,42,513
image4_12,7,corner,545,4
image17_13,0,corner,518,200
image17_13,1,intersection,378,191
image17_13,2,corner,545,307
image17_13,3,corner,-19,325
image17_13,4,intersection,400,335
image17_13,5,corner,-30,182
image17_13,6,circle,454,252
image16_8,0,intersection,355,247
image16_8,1,corner,354,207
image16_8,2,corner,69,364
image16_8,3,corner,66,170
image16_8,4,corner,261,356
image16_8,5,corner,458,205
image16_8,6,corner,250,276
image16_8,7,corner,264,172
image16_8,8,intersection,271,259
image16_8,9,corner,264,252
image16_8,10,corner,337,319
image16_8,11,corner,475,297
image6_29,0,corner,336,268
image6_29,1,endpoint,332,508
image6_29,2,endpoint,176,-1
image6_29,3,endpoint,406,247
image6_29,4,endpoint,124,266
image6_29,5,corner,340,244
image6_29,6,endpoint,344,-4
image6_29,7,intersection,174,256
image6_29,8,endpoint,184,509
image6_29,9,intersection,360,268
image7_4,0,corner,217,85
image7_4,1,intersection,386,244
image7_4,2,corner,383,263
image7_4,3,corner,421,148
image7_4,4,corner,314,446
image7_4,5,endpoint,427,249
image7_4,6,corner,389,248
image7_4,7,corner,99,366
image20_50,0,corner,369,391
image20_50,1,intersection,426,370
image20_50,2,corner,138,357
image20_50,3,corner,37,527
image20_50,4,intersection,197,369
image20_50,5,corner,89,155
image20_50,6,corner,8,391
image20_50,7,corner,344,319
image20_50,8,corner,-7,513
image20_50,9,corner,514,383
image20_50,10,corner,539,534
image20_50,11,corner,177,371
image20_50,12,intersection,236,343
image20_50,13,intersection,324,349
image20_50,14,intersection,413,349
image20_50,15,intersection,141,370
image8_6,0,endpoint,47,395
image8_6,1,corner,248,87
image8_6,2,endpoint,460,390
image8_6,3,circle,270,246
image5_29,0,corner,206,242
image5_29,1,corner,403,67
image5_29,2,corner,196,366
image5_29,3,corner,312,356
image5_29,4,corner,139,453
image5_29,5,corner,215,170
image5_29,6,intersection,305,278
image5_29,7,corner,322,151
image5_29,8,intersection,228,243
image5_29,9,corner,310,189
image5_29,10,corner,213,280
image5_29,11,corner,117,64
image5_29,12,intersection,225,275
image5_29,13,corner,305,330
image5_29,14,corner,214,258
image5_29,15,corner,198,146
image5_29,16,corner,383,462
image5_29,17,intersection,287,256
image5_29,18,corner,229,339
image19_15,0,corner,379,456
image19_15,1,corner,363,232
image19_15,2,corner,321,222
image19_15,3,intersection,224,238
image19_15,4,corner,137,253
image19_15,5,intersection,305,228
image19_15,6,corner,151,457
image2_18,0,corner,-16,530
image2_18,1,corner,487,463
image2_18,2,corner,538,462
image2_18,3,intersection,40,467
image2_18,4,intersection,503,433
image2_18,5,corner,481,416
image2_18,6,corner,-6,456
image2_18,7,corner,527,520
image2_18,8,corner,532,455
image2_18,9,corner,38,536
image2_18,10,corner,506,534
image2_18,11,corner,481,-11
image3_36,0,corner,74,286
image3_36,1,corner,113,335
image3_36,2,corner,104,170
image3_36,3,corner,112,395
image3_36,4,corner,424,406
image3_36,5,circle,260,305
image3_36,6,corner,408,341
image9_46,0,corner,114,376
image9_46,1,corner,456,457
image9_46,2,corner,400,117
image9_46,3,corner,413,405
image9_46,4,corner,55,45
image9_46,5,corner,135,127
image9_46,6,corner,460,60
image9_46,7,corner,60,450
image18_12,0,intersection,99,310
image18_12,1,corner,459,278
image18_12,2,corner,113,339
image18_12,3,corner,54,307
image18_12,4,corner,447,291
image18_12,5,corner,440,208
image18_12,6,intersection,467,288
image18_12,7,intersection,101,195
image18_12,8,intersection,451,211
image18_12,9,corner,113,158
image18_12,10,corner,441,190
image18_12,11,corner,443,346
image18_12,12,corner,446,162
image18_12,13,corner,438,301
image18_12,14,corner,43,208
image12_16,0,corner,155,156
image12_16,1,intersection,138,268
image12_16,2,corner,377,257
image12_16,3,corner,137,356
image12_16,4,endpoint,471,259
image12_16,5,corner,378,272
image12_16,6,intersection,175,370
image12_16,7,endpoint,48,283
image12_16,8,corner,372,364
image12_16,9,intersection,402,280
image12_16,10,intersection,362,156
image12_16,11,corner,385,156
image12_16,12,corner,165,374
image6_37,0,intersection,354,264
image6_37,1,intersection,191,276
image6_37,2,corner,336,276
image6_37,3,endpoint,399,261
image6_37,4,endpoint,181,11
image6_37,5,corner,184,252
image6_37,6,corner,200,452
image6_37,7,endpoint,115,268
image6_37,8,endpoint,190,503
image6_37,9,endpoint,330,9
image6_37,10,endpoint,317,498
image18_10,0,intersection,45,326
image18_10,1,corner,496,338
image18_10,2,corner,-15,171
image18_10,3,intersection,518,308
image18_10,4,corner,498,306
image18_10,5,corner,516,148
image18_10,6,corner,500,381
image18_10,7,corner,-8,309
image18_10,8,intersection,34,182
image18_10,9,corner,517,173
image18_10,10,corner,528,170
image18_10,11,corner,536,309
image18_10,12,corner,502,109
image18_10,13,intersection,513,181
image18_10,14,corner,61,385
image18_10,15,corner,46,116
image12_33,0,endpoint,549,261
image12_33,1,corner,371,156
image12_33,2,corner,405,416
image12_33,3,corner,106,118
image12_33,4,intersection,105,276
image12_33,5,corner,392,107
image12_33,6,intersection,432,266
image12_33,7,intersection,410,126
image12_33,8,endpoint,-1,275
image12_33,9,corner,412,285
image12_33,10,intersection,119,396
image12_33,11,corner,406,245
image12_33,12,corner,109,381
image21_24,0,corner,288,191
image21_24,1,endpoint,380,45
image21_24,2,corner,180,164
image21_24,3,intersection,230,259
image21_24,4,intersection,294,266
image21_24,5,corner,316,370
image21_24,6,corner,315,321
image21_24,7,corner,229,324
image21_24,8,corner,236,168
image21_24,9,corner,382,462
image21_24,10,corner,321,164
image21_24,11,corner,183,350
image21_24,12,endpoint,115,446
image14_14,0,intersection,394,253
image14_14,1,intersection,134,266
image14_14,2,intersection,301,198
image14_14,3,corner,251,333
image14_14,4,intersection,299,194
image14_14,5,endpoint,353,131
image14_14,6,intersection,226,318
image14_14,7,endpoint,49,256
image14_14,8,corner,132,257
image14_14,9,endpoint,464,257
image14_14,10,intersection,213,314
image14_14,11,endpoint,153,383
image14_14,12,corner,256,184
image11_45,0,corner,312,137
image11_45,1,intersection,413,255
image11_45,2,intersection,411,280
image11_45,3,intersection,291,261
image11_45,4,corner,160,343
image11_45,5,endpoint,267,337
image11_45,6,endpoint,541,238
image11_45,7,intersection,153,252
image11_45,8,endpoint,323,187
image11_45,9,corner,144,319
image11_45,10,corner,142,244
image11_45,11,corner,387,307
image11_45,12,endpoint,232,192
image11_45,13,intersection,156,346
image11_45,14,endpoint,-21,269
image11_45,15,intersection,223,267
image11_45,16,corner,208,228
image11_45,17,intersection,119,272
image11_45,18,intersection,190,270
image11_45,19,intersection,325,244
image8_24,0,circle,258,259
image8_24,1,endpoint,464,391
image8_24,2,corner,270,59
image8_24,3,endpoint,53,391
image3_49,0,corner,425,362
image3_49,1,intersection,292,131
image3_49,2,corner,63,355
image3_49,3,corner,131,236
image3_49,4,intersection,267,359
image3_49,5,corner,284,321
image3_49,6,corner,298,108
image3_49,7,corner,216,126
image3_49,8,corner,412,415
image3_49,9,corner,236,319
image3_49,10,intersection,438,210
image3_49,11,corner,274,312
image3_49,12,intersection,417,202
image3_49,13,intersection,203,130
image3_49,14,intersection,381,169
image3_49,15,corner,125,352
image3_49,16,intersection,232,140
image3_49,17,corner,234,273
image3_49,18,intersection,261,345
image3_49,19,intersection,283,121
image3_49,20,intersection,385,172
image3_49,21,corner,223,109
image3_41,0,corner,441,367
image3_41,1,intersection,293,115
image3_41,2,corner,30,374
image3_41,3,corner,96,219
image3_41,4,intersection,280,366
image3_41,5,corner,289,332
image3_41,6,corner,302,85
image3_41,7,corner,196,90
image3_41,8,corner,443,439
image3_41,9,corner,233,330
image3_41,10,intersection,470,202
image3_41,11,corner,290,309
image3_41,12,intersection,434,204
image3_41,13,intersection,209,93
image3_41,14,intersection,398,158
image3_41,15,corner,92,360
image3_41,16,intersection,233,115
image3_41,17,corner,246,293
image3_41,18,intersection,270,352
image3_41,19,intersection,290,95
image3_41,20,intersection,419,145
image3_41,21,corner,217,83
image17_6,0,corner,543,307
image17_6,1,corner,-15,185
image17_6,2,corner,523,205
image17_6,3,corner,361,320
image17_6,4,circle,441,240
image17_6,5,intersection,373,191
image17_6,6,corner,-16,314
image17_6,7,intersection,380,324
image13_14,0,corner,214,73
image13_14,1,endpoint,526,288
image13_14,2,intersection,288,187
image13_14,3,endpoint,64,79
image13_14,4,corner,300,396
image13_14,5,endpoint,-29,280
image13_14,6,intersection,376,286
image13_14,7,endpoint,56,383
image13_14,8,corner,337,190
image13_14,9,intersection,455,291
image13_14,10,endpoint,47,182
image10_24,0,endpoint,188,292
image10_24,1,circle,246,268
image10_24,2,intersection,157,160
image10_24,3,corner,172,198
image10_24,4,endpoint,386,380
image10_24,5,endpoint,281,192
image20_20,0,intersection,270,385
image20_20,1,intersection,152,366
image20_20,2,intersection,133,313
image20_20,3,corner,526,523
image20_20,4,corner,-9,380
image20_20,5,intersection,408,329
image20_20,6,circle,256,169
image20_20,7,intersection,246,361
image20_20,8,corner,122,366
image20_20,9,corner,117,321
image20_20,10,intersection,411,387
image20_20,11,corner,535,401
image20_20,12,corner,3,515
image20_20,13,corner,380,322
image17_2,0,corner,546,304
image17_2,1,corner,0,174
image17_2,2,corner,528,200
image17_2,3,corner,372,305
image17_2,4,circle,448,259
image17_2,5,intersection,383,181
image17_2,6,corner,-10,304
image17_2,7,intersection,382,322
image7_11,0,corner,198,39
image7_11,1,corner,450,130
image7_11,2,corner,414,244
image7_11,3,endpoint,470,258
image7_11,4,intersection,108,266
image7_11,5,corner,405,266
image7_11,6,intersection,428,257
image7_11,7,corner,319,480
image7_11,8,endpoint,52,261
image7_11,9,corner,71,379
image15_50,0,corner,409,82
image15_50,1,corner,208,145
image15_50,2,corner,352,267
image15_50,3,corner,124,260
image15_50,4,intersection,175,232
image15_50,5,corner,245,354
image15_50,6,endpoint,76,446
image15_50,7,corner,226,369
image15_50,8,corner,136,218
image15_50,9,intersection,445,236
image15_50,10,intersection,171,308
image15_50,11,intersection,329,312
image15_50,12,endpoint,55,78
image15_50,13,endpoint,450,251
image15_50,14,corner,427,246
image15_50,15,corner,410,453
image15_50,16,corner,426,224
image15_50,17,intersection,321,247
image15_50,18,corner,300,280
image15_50,19,corner,293,244
image15_50,20,intersection,262,128
