Date/time,Syslog priority,Operation,Message code,Protocol,Source IP,Destination IP,Source hostname,Destination hostname,Source port,Destination port,Destination service,Direction,Connections built,Connections torn down
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.109.232,10.32.0.210,(empty),(empty),1408,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.44.99,10.32.0.201,(empty),(empty),1286,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.44.254,10.32.1.204,(empty),(empty),1287,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.44.48,10.32.0.209,(empty),(empty),1288,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.44.94,10.32.0.205,(empty),(empty),1289,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.13.190,10.32.0.205,(empty),(empty),1187,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.13.88,10.32.1.201,(empty),(empty),1186,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.44.49,10.32.1.203,(empty),(empty),1290,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.6.20,10.32.1.206,(empty),(empty),1296,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.26.70,10.32.1.206,(empty),(empty),1277,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.44.61,10.32.1.204,(empty),(empty),1291,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.33.78,10.32.1.203,(empty),(empty),1272,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.12.206,10.32.1.206,(empty),(empty),1218,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.12.174,10.32.1.203,(empty),(empty),1219,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.25.154,10.32.1.206,(empty),(empty),1200,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.34,10.32.1.204,(empty),(empty),1248,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.35.30,10.32.0.202,(empty),(empty),1237,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.20.36,10.32.1.202,(empty),(empty),1249,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.26.206,10.32.1.201,(empty),(empty),1278,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.109.55,10.32.1.202,(empty),(empty),1409,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.5.13,10.32.0.202,(empty),(empty),1247,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.11.209,10.32.1.204,(empty),(empty),1244,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.43.10,10.32.1.201,(empty),(empty),1252,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.26.203,10.32.0.206,(empty),(empty),1279,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.14.125,10.32.0.204,(empty),(empty),1187,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.34.234,10.32.0.209,(empty),(empty),1268,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.16,10.32.1.203,(empty),(empty),1238,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.14,10.32.1.202,(empty),(empty),1239,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.12,10.32.0.209,(empty),(empty),1240,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.41.6,10.32.1.202,(empty),(empty),1286,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.11.250,10.32.1.206,(empty),(empty),1245,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.123,10.32.1.201,(empty),(empty),1244,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.153,10.32.0.206,(empty),(empty),1246,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.142,10.32.1.201,(empty),(empty),1241,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.157,10.32.0.206,(empty),(empty),1245,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.42.171,10.32.0.206,(empty),(empty),1261,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.251,10.32.1.204,(empty),(empty),1248,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.151,10.32.0.202,(empty),(empty),1247,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.155,10.32.0.204,(empty),(empty),1249,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.15,10.32.1.206,(empty),(empty),1250,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.19,10.32.0.201,(empty),(empty),1243,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.144,10.32.0.201,(empty),(empty),1242,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.43.122,10.32.1.203,(empty),(empty),1253,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.43.154,10.32.1.203,(empty),(empty),1251,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.107,10.32.0.201,(empty),(empty),1294,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.221,10.32.0.205,(empty),(empty),1295,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.105,10.32.0.209,(empty),(empty),1296,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.45.49,10.32.1.203,(empty),(empty),1224,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.15.28,10.32.1.201,(empty),(empty),1172,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.147,10.32.0.205,(empty),(empty),1245,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.0.132,10.32.0.204,(empty),(empty),1173,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.149,10.32.0.205,(empty),(empty),1244,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.0.132,10.32.1.201,(empty),(empty),1174,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.0.132,10.32.0.201,(empty),(empty),1175,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.11.201,10.32.1.204,(empty),(empty),1246,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.5.145,10.32.1.204,(empty),(empty),1248,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.34.138,10.32.0.204,(empty),(empty),1269,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.109.239,10.32.0.207,(empty),(empty),1410,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.19.79,10.32.0.206,(empty),(empty),1326,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.46.96,10.32.1.206,(empty),(empty),1202,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.29.99,10.32.0.204,(empty),(empty),1195,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.19.242,10.32.1.204,(empty),(empty),1329,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.39.17,10.32.1.202,(empty),(empty),1277,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.160,10.32.1.202,(empty),(empty),1219,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.18.98,10.32.1.206,(empty),(empty),1255,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.45.234,10.32.1.202,(empty),(empty),1225,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.35.143,10.32.1.201,(empty),(empty),1232,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.12.173,10.32.1.203,(empty),(empty),1220,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.12.46,10.32.0.209,(empty),(empty),1221,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.147,10.32.0.209,(empty),(empty),1220,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.35.77,10.32.1.204,(empty),(empty),1233,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.45.47,10.32.0.201,(empty),(empty),1220,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.6.240,10.32.0.209,(empty),(empty),1293,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.164,10.32.1.203,(empty),(empty),1221,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.50,10.32.1.203,(empty),(empty),1297,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.34.95,10.32.0.204,(empty),(empty),1266,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.17,10.32.1.204,(empty),(empty),1246,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.165,10.32.0.201,(empty),(empty),1222,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.9.211,10.32.1.204,(empty),(empty),1240,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.22.250,10.32.0.202,(empty),(empty),1307,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.21.182,10.32.0.204,(empty),(empty),1254,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.163,10.32.1.201,(empty),(empty),1223,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.6.246,10.32.0.204,(empty),(empty),1294,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.13.212,10.32.0.206,(empty),(empty),1188,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.11.255,10.32.1.206,(empty),(empty),1247,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.141,10.32.1.206,(empty),(empty),1224,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.44.93,10.32.0.202,(empty),(empty),1292,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.31,10.32.0.201,(empty),(empty),1226,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.144,10.32.1.206,(empty),(empty),1225,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.146,10.32.0.209,(empty),(empty),1227,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.26.205,10.32.0.202,(empty),(empty),1282,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.28.61,10.32.0.209,(empty),(empty),1282,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.5.15,10.32.1.206,(empty),(empty),1249,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.45.233,10.32.0.201,(empty),(empty),1221,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.6.46,10.32.1.202,(empty),(empty),1297,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.35.36,10.32.1.202,(empty),(empty),1238,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.18.109,10.32.0.206,(empty),(empty),1253,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.45.206,10.32.0.204,(empty),(empty),1222,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.31.22,10.32.0.205,(empty),(empty),1247,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.11.138,10.32.0.201,(empty),(empty),1248,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.11.251,10.32.0.202,(empty),(empty),1249,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.45.42,10.32.0.202,(empty),(empty),1223,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.33.71,10.32.1.203,(empty),(empty),1273,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.26.79,10.32.1.203,(empty),(empty),1283,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.109.50,10.32.0.205,(empty),(empty),1406,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.18.107,10.32.0.201,(empty),(empty),1256,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.35.74,10.32.1.202,(empty),(empty),1235,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.109,10.32.0.201,(empty),(empty),1298,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.35.140,10.32.1.201,(empty),(empty),1234,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.28.69,10.32.0.206,(empty),(empty),1283,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.19.242,10.32.1.204,(empty),(empty),1329,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.23.58,10.32.1.206,(empty),(empty),1252,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.26.208,10.32.0.202,(empty),(empty),1280,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.13,10.32.0.202,(empty),(empty),1247,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.25.173,10.32.1.204,(empty),(empty),1201,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.35.145,10.32.0.209,(empty),(empty),1239,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.21.241,10.32.1.204,(empty),(empty),1250,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.109.56,10.32.1.205,(empty),(empty),1407,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.29.204,10.32.1.204,(empty),(empty),1196,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.45.244,10.32.0.205,(empty),(empty),1226,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.45.49,10.32.1.203,(empty),(empty),1224,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.35.37,10.32.1.204,(empty),(empty),1236,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.18.101,10.32.0.202,(empty),(empty),1254,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.5.224,10.32.0.202,(empty),(empty),1250,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.20.31,10.32.0.204,(empty),(empty),1250,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.9.158,10.32.1.203,(empty),(empty),1237,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.13.199,10.32.0.201,(empty),(empty),1191,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.21.183,10.32.0.201,(empty),(empty),1249,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.34.137,10.32.0.206,(empty),(empty),1270,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.23.51,10.32.1.204,(empty),(empty),1253,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.39.14,10.32.1.203,(empty),(empty),1276,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.41.63,10.32.1.206,(empty),(empty),1289,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.39.87,10.32.0.202,(empty),(empty),1278,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.226,10.32.0.209,(empty),(empty),1299,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.46.247,10.32.0.202,(empty),(empty),1197,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.39.11,10.32.0.202,(empty),(empty),1275,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.23.57,10.32.0.209,(empty),(empty),1250,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.30.123,10.32.0.205,(empty),(empty),1220,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.39.87,10.32.0.202,(empty),(empty),1278,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.11.133,10.32.1.206,(empty),(empty),1250,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.103,10.32.0.201,(empty),(empty),1300,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.39.17,10.32.1.202,(empty),(empty),1277,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.35.33,10.32.1.206,(empty),(empty),1240,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.10.43,10.32.0.201,(empty),(empty),1254,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.35.30,10.32.0.202,(empty),(empty),1237,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.19.146,10.32.1.201,(empty),(empty),1328,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.6.45,10.32.0.204,(empty),(empty),1298,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.24.37,10.32.0.202,(empty),(empty),1260,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.18.247,10.32.1.202,(empty),(empty),1257,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.53,10.32.0.206,(empty),(empty),1301,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.27.225,10.32.1.206,(empty),(empty),1302,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.35.148,10.32.1.206,(empty),(empty),1241,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.42.179,10.32.0.204,(empty),(empty),1257,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.42.213,10.32.0.201,(empty),(empty),1258,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.42.214,10.32.1.206,(empty),(empty),1259,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.44.251,10.32.1.202,(empty),(empty),1293,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.26.250,10.32.1.203,(empty),(empty),1284,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.6.26,10.32.1.203,(empty),(empty),1295,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.28.29.27,10.32.1.203,(empty),(empty),1176,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.28.29.28,10.32.0.206,(empty),(empty),1181,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.44.95,10.32.1.203,(empty),(empty),1284,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.44.252,10.32.1.201,(empty),(empty),1285,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.44.99,10.32.0.201,(empty),(empty),1286,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.19.72,10.32.0.201,(empty),(empty),1327,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.43.158,10.32.1.203,(empty),(empty),1254,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.23.122,10.32.0.206,(empty),(empty),1254,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.5.145,10.32.1.204,(empty),(empty),1248,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.43.150,10.32.0.209,(empty),(empty),1255,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.43.13,10.32.1.206,(empty),(empty),1256,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.12.48,10.32.0.204,(empty),(empty),1222,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.33.78,10.32.1.203,(empty),(empty),1272,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.31.242,10.32.0.205,(empty),(empty),1248,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.43.255,10.32.1.203,(empty),(empty),1257,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.43.19,10.32.1.202,(empty),(empty),1258,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.23.159,10.32.0.201,(empty),(empty),1251,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.31.21,10.32.0.204,(empty),(empty),1243,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.31.143,10.32.0.204,(empty),(empty),1245,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.31.148,10.32.1.204,(empty),(empty),1244,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.33.71,10.32.1.203,(empty),(empty),1273,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.47.39,10.32.1.203,(empty),(empty),1228,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.33.178,10.32.0.209,(empty),(empty),1271,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.33.250,10.32.1.201,(empty),(empty),1274,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.10.45,10.32.1.203,(empty),(empty),1249,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.34.235,10.32.0.209,(empty),(empty),1271,80,http,outbound,1,0
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.33.250,10.32.1.201,(empty),(empty),1274,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.46.167,10.32.0.202,(empty),(empty),1198,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Teardown,ASA-6-302014,TCP,172.23.35.36,10.32.1.202,(empty),(empty),1238,80,http,outbound,0,1
05/Apr/2012 18:23:31,Info,Built,ASA-6-302013,TCP,172.23.19.248,10.32.0.205,(empty),(empty),1330,80,http,outbound,1,0
